,PlayerAId,PlayerAName,PlayerAStatperGame,PlayerATeam,PlayerBId,PlayerBName,PlayerBStatperGame,PlayerBTeam,SeasonStart,Answer,StatCategory,Interval
0,203081,Damian Lillard,5.866666666666666,POR,201142,Kevin Durant,4.838709677419355,GSW,2022,Damian Lillard,AST,1.0279569892473113
0,203081,Damian Lillard,5.866666666666666,POR,201188,Marc Gasol,4.5675675675675675,MEM,2022,Damian Lillard,AST,1.2990990990990987
0,203081,Damian Lillard,5.866666666666666,POR,201144,Mike Conley,6.27536231884058,MEM,2022,Mike Conley,AST,0.4086956521739138
0,203081,Damian Lillard,5.866666666666666,POR,203471,Dennis Schroder,6.3164556962025316,ATL,2022,Dennis Schroder,AST,0.4497890295358653
0,203081,Damian Lillard,5.866666666666666,POR,202339,Eric Bledsoe,6.333333333333333,PHX,2022,Eric Bledsoe,AST,0.4666666666666668
0,203081,Damian Lillard,5.866666666666666,POR,200768,Kyle Lowry,6.95,TOR,2022,Kyle Lowry,AST,1.083333333333334
0,203081,Damian Lillard,5.866666666666666,POR,201933,Blake Griffin,4.918032786885246,LAC,2022,Damian Lillard,AST,0.9486338797814202
0,203081,Damian Lillard,5.866666666666666,POR,201952,Jeff Teague,7.7926829268292686,IND,2022,Jeff Teague,AST,1.9260162601626023
0,203081,Damian Lillard,5.866666666666666,POR,203999,Nikola Jokic,4.917808219178082,DEN,2022,Damian Lillard,AST,0.9488584474885844
0,203081,Damian Lillard,5.866666666666666,POR,201565,Derrick Rose,4.421875,NYK,2022,Damian Lillard,AST,1.4447916666666663
0,203081,Damian Lillard,5.866666666666666,POR,203901,Elfrid Payton,6.451219512195122,ORL,2022,Elfrid Payton,AST,0.5845528455284557
0,203081,Damian Lillard,5.866666666666666,POR,201950,Jrue Holiday,7.2835820895522385,NOP,2022,Jrue Holiday,AST,1.4169154228855723
0,203081,Damian Lillard,5.866666666666666,POR,1626156,D'Angelo Russell,4.809523809523809,LAL,2022,Damian Lillard,AST,1.057142857142857
0,203081,Damian Lillard,5.866666666666666,POR,201143,Al Horford,4.955882352941177,BOS,2022,Damian Lillard,AST,0.9107843137254896
0,203081,Damian Lillard,5.866666666666666,POR,201954,Darren Collison,4.588235294117647,SAC,2022,Damian Lillard,AST,1.2784313725490195
0,203081,Damian Lillard,5.866666666666666,POR,203935,Marcus Smart,4.6075949367088604,BOS,2022,Damian Lillard,AST,1.2590717299578058
0,203081,Damian Lillard,5.866666666666666,POR,201588,George Hill,4.163265306122449,UTA,2022,Damian Lillard,AST,1.703401360544217
0,203081,Damian Lillard,5.866666666666666,POR,203110,Draymond Green,7.0131578947368425,GSW,2022,Draymond Green,AST,1.1464912280701762
0,203081,Damian Lillard,5.866666666666666,POR,1627763,Malcolm Brogdon,4.226666666666667,MIL,2022,Damian Lillard,AST,1.6399999999999997
0,203081,Damian Lillard,5.866666666666666,POR,202397,Ish Smith,5.160493827160494,DET,2022,Damian Lillard,AST,0.7061728395061726
0,203081,Damian Lillard,5.866666666666666,POR,202704,Reggie Jackson,5.1923076923076925,DET,2022,Damian Lillard,AST,0.6743589743589737
0,203081,Damian Lillard,5.866666666666666,POR,203079,Dion Waiters,4.3478260869565215,MIA,2022,Damian Lillard,AST,1.5188405797101447
0,203081,Damian Lillard,5.866666666666666,POR,2749,Jameer Nelson,5.133333333333334,DEN,2022,Damian Lillard,AST,0.7333333333333325
0,203081,Damian Lillard,5.866666666666666,POR,201951,Ty Lawson,4.840579710144928,SAC,2022,Damian Lillard,AST,1.0260869565217385
0,203081,Damian Lillard,5.866666666666666,POR,201976,Patrick Beverley,4.1940298507462686,HOU,2022,Damian Lillard,AST,1.6726368159203977
0,203081,Damian Lillard,5.866666666666666,POR,2225,Tony Parker,4.523809523809524,SAS,2022,Damian Lillard,AST,1.3428571428571425
0,203081,Damian Lillard,5.866666666666666,POR,1626144,Emmanuel Mudiay,3.9454545454545453,DEN,2022,Damian Lillard,AST,1.921212121212121
0,203081,Damian Lillard,5.866666666666666,POR,201943,Brandon Jennings,4.8765432098765435,WAS,2022,Damian Lillard,AST,0.9901234567901227
0,203081,Damian Lillard,5.866666666666666,POR,203521,Matthew Dellavedova,4.697368421052632,MIL,2022,Damian Lillard,AST,1.1692982456140344
0,203081,Damian Lillard,5.866666666666666,POR,204456,T.J. McConnell,6.592592592592593,PHI,2022,T.J. McConnell,AST,0.7259259259259263
0,203081,Damian Lillard,5.866666666666666,POR,200765,Rajon Rondo,6.681159420289855,CHI,2022,Rajon Rondo,AST,0.8144927536231892
0,203081,Damian Lillard,5.866666666666666,POR,200771,Sergio Rodriguez,5.0588235294117645,PHI,2022,Damian Lillard,AST,0.8078431372549018
0,203081,Damian Lillard,5.866666666666666,POR,202391,Jeremy Lin,5.111111111111111,BKN,2022,Damian Lillard,AST,0.7555555555555555
0,203081,Damian Lillard,5.866666666666666,POR,204025,Tim Frazier,5.153846153846154,NOP,2022,Damian Lillard,AST,0.7128205128205121
0,203081,Damian Lillard,5.866666666666666,POR,200826,J.J. Barea,5.514285714285714,DAL,2022,Damian Lillard,AST,0.352380952380952
0,201939,Stephen Curry,6.632911392405063,GSW,203507,Giannis Antetokounmpo,5.425,MIL,2022,Stephen Curry,AST,1.2079113924050633
0,201939,Stephen Curry,6.632911392405063,GSW,202689,Kemba Walker,5.493670886075949,CHA,2022,Stephen Curry,AST,1.1392405063291138
0,201939,Stephen Curry,6.632911392405063,GSW,202710,Jimmy Butler,5.4868421052631575,CHI,2022,Stephen Curry,AST,1.1460692871419056
0,201939,Stephen Curry,6.632911392405063,GSW,202681,Kyrie Irving,5.805555555555555,CLE,2022,Stephen Curry,AST,0.8273558368495078
0,201939,Stephen Curry,6.632911392405063,GSW,201142,Kevin Durant,4.838709677419355,GSW,2022,Stephen Curry,AST,1.7942017149857081
0,201939,Stephen Curry,6.632911392405063,GSW,201609,Goran Dragic,5.794520547945205,MIA,2022,Stephen Curry,AST,0.838390844459858
0,201939,Stephen Curry,6.632911392405063,GSW,201144,Mike Conley,6.27536231884058,MEM,2022,Stephen Curry,AST,0.35754907356448307
0,201939,Stephen Curry,6.632911392405063,GSW,203471,Dennis Schroder,6.3164556962025316,ATL,2022,Stephen Curry,AST,0.31645569620253156
0,201939,Stephen Curry,6.632911392405063,GSW,202339,Eric Bledsoe,6.333333333333333,PHX,2022,Stephen Curry,AST,0.2995780590717301
0,201939,Stephen Curry,6.632911392405063,GSW,200768,Kyle Lowry,6.95,TOR,2022,Kyle Lowry,AST,0.31708860759493707
0,201939,Stephen Curry,6.632911392405063,GSW,201933,Blake Griffin,4.918032786885246,LAC,2022,Stephen Curry,AST,1.714878605519817
0,201939,Stephen Curry,6.632911392405063,GSW,201952,Jeff Teague,7.7926829268292686,IND,2022,Jeff Teague,AST,1.1597715344242054
0,201939,Stephen Curry,6.632911392405063,GSW,203999,Nikola Jokic,4.917808219178082,DEN,2022,Stephen Curry,AST,1.7151031732269812
0,201939,Stephen Curry,6.632911392405063,GSW,201587,Nicolas Batum,5.922077922077922,CHA,2022,Stephen Curry,AST,0.7108334703271408
0,201939,Stephen Curry,6.632911392405063,GSW,201950,Jrue Holiday,7.2835820895522385,NOP,2022,Jrue Holiday,AST,0.6506706971471754
0,201939,Stephen Curry,6.632911392405063,GSW,1626156,D'Angelo Russell,4.809523809523809,LAL,2022,Stephen Curry,AST,1.8233875828812538
0,201939,Stephen Curry,6.632911392405063,GSW,201143,Al Horford,4.955882352941177,BOS,2022,Stephen Curry,AST,1.6770290394638865
0,201939,Stephen Curry,6.632911392405063,GSW,203110,Draymond Green,7.0131578947368425,GSW,2022,Draymond Green,AST,0.38024650233177937
0,201939,Stephen Curry,6.632911392405063,GSW,202397,Ish Smith,5.160493827160494,DET,2022,Stephen Curry,AST,1.4724175652445695
0,201939,Stephen Curry,6.632911392405063,GSW,202704,Reggie Jackson,5.1923076923076925,DET,2022,Stephen Curry,AST,1.4406037000973706
0,201939,Stephen Curry,6.632911392405063,GSW,101114,Deron Williams,5.625,CLE,2022,Stephen Curry,AST,1.0079113924050631
0,201939,Stephen Curry,6.632911392405063,GSW,2749,Jameer Nelson,5.133333333333334,DEN,2022,Stephen Curry,AST,1.4995780590717294
0,201939,Stephen Curry,6.632911392405063,GSW,201951,Ty Lawson,4.840579710144928,SAC,2022,Stephen Curry,AST,1.7923316822601354
0,201939,Stephen Curry,6.632911392405063,GSW,201943,Brandon Jennings,4.8765432098765435,WAS,2022,Stephen Curry,AST,1.7563681825285196
0,201939,Stephen Curry,6.632911392405063,GSW,203521,Matthew Dellavedova,4.697368421052632,MIL,2022,Stephen Curry,AST,1.9355429713524313
0,201939,Stephen Curry,6.632911392405063,GSW,200771,Sergio Rodriguez,5.0588235294117645,PHI,2022,Stephen Curry,AST,1.5740878629932986
0,201939,Stephen Curry,6.632911392405063,GSW,202391,Jeremy Lin,5.111111111111111,BKN,2022,Stephen Curry,AST,1.5218002812939524
0,201939,Stephen Curry,6.632911392405063,GSW,204025,Tim Frazier,5.153846153846154,NOP,2022,Stephen Curry,AST,1.479065238558909
0,201939,Stephen Curry,6.632911392405063,GSW,200826,J.J. Barea,5.514285714285714,DAL,2022,Stephen Curry,AST,1.1186256781193489
0,2544,LeBron James,8.72972972972973,CLE,202322,John Wall,10.653846153846153,WAS,2022,John Wall,AST,1.9241164241164235
0,2544,LeBron James,8.72972972972973,CLE,200768,Kyle Lowry,6.95,TOR,2022,LeBron James,AST,1.7797297297297296
0,2544,LeBron James,8.72972972972973,CLE,201952,Jeff Teague,7.7926829268292686,IND,2022,LeBron James,AST,0.9370468029004613
0,2544,LeBron James,8.72972972972973,CLE,101108,Chris Paul,9.229508196721312,LAC,2022,Chris Paul,AST,0.49977846699158235
0,2544,LeBron James,8.72972972972973,CLE,201950,Jrue Holiday,7.2835820895522385,NOP,2022,LeBron James,AST,1.4461476401774913
0,2544,LeBron James,8.72972972972973,CLE,201937,Ricky Rubio,9.093333333333334,MIN,2022,Ricky Rubio,AST,0.3636036036036039
0,2544,LeBron James,8.72972972972973,CLE,203110,Draymond Green,7.0131578947368425,GSW,2022,LeBron James,AST,1.7165718349928873
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202695,Kawhi Leonard,3.5135135135135136,SAS,2022,DeMarcus Cousins,AST,1.0975975975975971
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203468,CJ McCollum,3.5625,POR,2022,DeMarcus Cousins,AST,1.0486111111111107
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203507,Giannis Antetokounmpo,5.425,MIL,2022,Giannis Antetokounmpo,AST,0.8138888888888891
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202689,Kemba Walker,5.493670886075949,CHA,2022,Kemba Walker,AST,0.8825597749648386
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202710,Jimmy Butler,5.4868421052631575,CHI,2022,Jimmy Butler,AST,0.8757309941520468
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202681,Kyrie Irving,5.805555555555555,CLE,2022,Kyrie Irving,AST,1.1944444444444446
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203078,Bradley Beal,3.4675324675324677,WAS,2022,DeMarcus Cousins,AST,1.143578643578643
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202331,Paul George,3.3466666666666667,IND,2022,DeMarcus Cousins,AST,1.264444444444444
0,202326,DeMarcus Cousins,4.611111111111111,NOP,1626164,Devin Booker,3.4358974358974357,PHX,2022,DeMarcus Cousins,AST,1.175213675213675
0,202326,DeMarcus Cousins,4.611111111111111,NOP,2546,Carmelo Anthony,2.8783783783783785,NYK,2022,DeMarcus Cousins,AST,1.7327327327327322
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202330,Gordon Hayward,3.452054794520548,UTA,2022,DeMarcus Cousins,AST,1.1590563165905627
0,202326,DeMarcus Cousins,4.611111111111111,NOP,201609,Goran Dragic,5.794520547945205,MIA,2022,Goran Dragic,AST,1.1834094368340944
0,202326,DeMarcus Cousins,4.611111111111111,NOP,101150,Lou Williams,2.950617283950617,HOU,2022,DeMarcus Cousins,AST,1.6604938271604937
0,202326,DeMarcus Cousins,4.611111111111111,NOP,201144,Mike Conley,6.27536231884058,MEM,2022,Mike Conley,AST,1.6642512077294693
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203471,Dennis Schroder,6.3164556962025316,ATL,2022,Dennis Schroder,AST,1.7053445850914208
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202339,Eric Bledsoe,6.333333333333333,PHX,2022,Eric Bledsoe,AST,1.7222222222222223
0,202326,DeMarcus Cousins,4.611111111111111,NOP,201933,Blake Griffin,4.918032786885246,LAC,2022,Blake Griffin,AST,0.3069216757741353
0,202326,DeMarcus Cousins,4.611111111111111,NOP,200794,Paul Millsap,3.652173913043478,ATL,2022,DeMarcus Cousins,AST,0.9589371980676327
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203999,Nikola Jokic,4.917808219178082,DEN,2022,Nikola Jokic,AST,0.30669710806697115
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203095,Evan Fournier,2.9705882352941178,ORL,2022,DeMarcus Cousins,AST,1.640522875816993
0,202326,DeMarcus Cousins,4.611111111111111,NOP,201587,Nicolas Batum,5.922077922077922,CHA,2022,Nicolas Batum,AST,1.3109668109668116
0,202326,DeMarcus Cousins,4.611111111111111,NOP,2548,Dwyane Wade,3.8,CHI,2022,DeMarcus Cousins,AST,0.8111111111111109
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202696,Nikola Vucevic,2.7733333333333334,ORL,2022,DeMarcus Cousins,AST,1.8377777777777773
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203506,Victor Oladipo,2.626865671641791,OKC,2022,DeMarcus Cousins,AST,1.9842454394693196
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203901,Elfrid Payton,6.451219512195122,ORL,2022,Elfrid Payton,AST,1.8401084010840112
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203953,Jabari Parker,2.784313725490196,MIL,2022,DeMarcus Cousins,AST,1.8267973856209148
0,202326,DeMarcus Cousins,4.611111111111111,NOP,204020,Tyler Johnson,3.191780821917808,MIA,2022,DeMarcus Cousins,AST,1.4193302891933026
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202083,Wesley Matthews,2.8767123287671232,DAL,2022,DeMarcus Cousins,AST,1.7343987823439875
0,202326,DeMarcus Cousins,4.611111111111111,NOP,201949,James Johnson,3.6315789473684212,MIA,2022,DeMarcus Cousins,AST,0.9795321637426895
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203944,Julius Randle,3.5675675675675675,LAL,2022,DeMarcus Cousins,AST,1.0435435435435432
0,202326,DeMarcus Cousins,4.611111111111111,NOP,201143,Al Horford,4.955882352941177,BOS,2022,Al Horford,AST,0.3447712418300659
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203552,Seth Curry,2.7,DAL,2022,DeMarcus Cousins,AST,1.9111111111111105
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203085,Austin Rivers,2.7567567567567566,LAC,2022,DeMarcus Cousins,AST,1.8543543543543541
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203897,Zach LaVine,2.9574468085106385,MIN,2022,DeMarcus Cousins,AST,1.6536643026004723
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203914,Gary Harris,2.8771929824561404,DEN,2022,DeMarcus Cousins,AST,1.7339181286549703
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203486,Mason Plumlee,3.506172839506173,DEN,2022,DeMarcus Cousins,AST,1.1049382716049378
0,202326,DeMarcus Cousins,4.611111111111111,NOP,201588,George Hill,4.163265306122449,UTA,2022,DeMarcus Cousins,AST,0.44784580498866156
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203115,Will Barton,3.433333333333333,DEN,2022,DeMarcus Cousins,AST,1.1777777777777776
0,202326,DeMarcus Cousins,4.611111111111111,NOP,1627763,Malcolm Brogdon,4.226666666666667,MIL,2022,DeMarcus Cousins,AST,0.38444444444444414
0,202326,DeMarcus Cousins,4.611111111111111,NOP,201988,Patty Mills,3.5,SAS,2022,DeMarcus Cousins,AST,1.1111111111111107
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202397,Ish Smith,5.160493827160494,DET,2022,Ish Smith,AST,0.5493827160493829
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202704,Reggie Jackson,5.1923076923076925,DET,2022,Reggie Jackson,AST,0.5811965811965818
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202709,Cory Joseph,3.3125,TOR,2022,DeMarcus Cousins,AST,1.2986111111111107
0,202326,DeMarcus Cousins,4.611111111111111,NOP,203079,Dion Waiters,4.3478260869565215,MIA,2022,DeMarcus Cousins,AST,0.2632850241545892
0,202326,DeMarcus Cousins,4.611111111111111,NOP,101114,Deron Williams,5.625,CLE,2022,Deron Williams,AST,1.0138888888888893
0,202326,DeMarcus Cousins,4.611111111111111,NOP,2749,Jameer Nelson,5.133333333333334,DEN,2022,Jameer Nelson,AST,0.522222222222223
0,202326,DeMarcus Cousins,4.611111111111111,NOP,201976,Patrick Beverley,4.1940298507462686,HOU,2022,DeMarcus Cousins,AST,0.41708126036484217
0,202326,DeMarcus Cousins,4.611111111111111,NOP,101145,Monta Ellis,3.189189189189189,IND,2022,DeMarcus Cousins,AST,1.4219219219219217
0,202326,DeMarcus Cousins,4.611111111111111,NOP,201571,D.J. Augustin,2.6794871794871793,ORL,2022,DeMarcus Cousins,AST,1.9316239316239314
0,202326,DeMarcus Cousins,4.611111111111111,NOP,1626144,Emmanuel Mudiay,3.9454545454545453,DEN,2022,DeMarcus Cousins,AST,0.6656565656565654
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202323,Evan Turner,3.1538461538461537,POR,2022,DeMarcus Cousins,AST,1.457264957264957
0,202326,DeMarcus Cousins,4.611111111111111,NOP,204060,Joe Ingles,2.7439024390243905,UTA,2022,DeMarcus Cousins,AST,1.8672086720867203
0,202326,DeMarcus Cousins,4.611111111111111,NOP,201943,Brandon Jennings,4.8765432098765435,WAS,2022,Brandon Jennings,AST,0.26543209876543283
0,202326,DeMarcus Cousins,4.611111111111111,NOP,2738,Andre Iguodala,3.4342105263157894,GSW,2022,DeMarcus Cousins,AST,1.1769005847953213
0,202326,DeMarcus Cousins,4.611111111111111,NOP,200752,Rudy Gay,2.7666666666666666,SAC,2022,DeMarcus Cousins,AST,1.844444444444444
0,202326,DeMarcus Cousins,4.611111111111111,NOP,204456,T.J. McConnell,6.592592592592593,PHI,2022,T.J. McConnell,AST,1.9814814814814818
0,202326,DeMarcus Cousins,4.611111111111111,NOP,1627785,Isaiah Whitehead,2.6301369863013697,BKN,2022,DeMarcus Cousins,AST,1.980974124809741
0,202326,DeMarcus Cousins,4.611111111111111,NOP,1626196,Josh Richardson,2.641509433962264,MIA,2022,DeMarcus Cousins,AST,1.9696016771488467
0,202326,DeMarcus Cousins,4.611111111111111,NOP,200771,Sergio Rodriguez,5.0588235294117645,PHI,2022,Sergio Rodriguez,AST,0.4477124183006538
0,202326,DeMarcus Cousins,4.611111111111111,NOP,2440,Matt Barnes,2.635135135135135,GSW,2022,DeMarcus Cousins,AST,1.9759759759759756
0,202326,DeMarcus Cousins,4.611111111111111,NOP,202391,Jeremy Lin,5.111111111111111,BKN,2022,Jeremy Lin,AST,0.5
0,202326,DeMarcus Cousins,4.611111111111111,NOP,1938,Manu Ginobili,2.652173913043478,SAS,2022,DeMarcus Cousins,AST,1.9589371980676327
